,Unnamed: 0,inscricao,razao_social,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
161,162,177527-8,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R TEN WILSON 465  ALTO DA BALANÇA FORTALEZA - CE CEP:60850810,Outras religiosidades,-3.7691051,-38.5127984,Aerolândia,Alto da Balança,93
162,163,237340-8,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  PEDRO MELO (ANTONIO BEZERRA) 757  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360220,Outras religiosidades,-3.7443284,-38.5916365,Antônio Bezerra,Antônio Bezerra,40
163,164,18965-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  NOGUEIRA ACIOLI 435  CENTRO FORTALEZA - CE CEP:60110140,Outras religiosidades,-3.7276933,-38.5160668,Centro,Centro,10
164,165,10745-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  CARVALHO MOTA 485  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430760,Outras religiosidades,-3.739226199999999,-38.5442034,Rodolfo Teófilo,Rodolfo Teófilo,34
165,166,572297-7,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  NOGUEIRA ACIOLI 349  ALTOS CENTRO FORTALEZA - CE CEP:60110140,Outras religiosidades,-3.726978,-38.5158742,Centro,Centro,10
166,167,608312-9,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,AV  L (CONJ. PREF. JOSE WALTER) 1070  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750110,Outras religiosidades,-3.833149999999999,-38.558201,Prefeito José Walter,Prefeito José Walter,89
167,168,24555-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  JOAO CORDEIRO 2379  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110535,Outras religiosidades,-3.741309,-38.5181037,Aldeota,Joaquim Távora,22
168,169,372233-3,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  ALCIDES GERARDO 700  CONJUNTO PALMEIRAS FORTALEZA - CE CEP:60870200,Outras religiosidades,-3.8431052,-38.5292759,Conjunto Palmeiras,Conjunto Palmeiras,117
169,170,309320-4,ASSOCIACAO BIBLICA E CULTURAL NOVO MUNDO DE PAZ,R  ANTONIO IVO 251  HENRIQUE JORGE FORTALEZA - CE CEP:60521025,Outras religiosidades,-3.7584519,-38.5802171,Henrique Jorge,Henrique Jorge,45
172,173,168600-3,ASSOCIACAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,R  GERMANO FRANCK 567  PARANGABA FORTALEZA - CE CEP:60740020,Católica Apostólica Romana,-3.7776693,-38.5614129,Parangaba,Parangaba,105
173,174,604493-0,ASSOCIACAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,R  CAIO PRADO 100  PARANGABA FORTALEZA - CE CEP:60720040,Católica Apostólica Romana,-3.7740742,-38.56292029999999,Parangaba,Parangaba,105
175,177,259428-5,ASSOCIACAO CATOLICA DE EVANGELIZACAO MARIA PORTA DO CEU,R CEL MANUEL ALBANO 299  Q015 MONDUBIM FORTALEZA - CE CEP:60711465,Católica Apostólica Romana,-3.8072954,-38.5678729,Mondubim,Mondubim,83
177,179,33984-9,ASSOCIACAO DA IGREJA METODISTA,AV VIS DO RIO BRANCO 3545  JOAQUIM TÁVORA FORTALEZA - CE CEP:60055172,Evangélicas,-3.752155799999999,-38.5204227,Joaquim Távora (Fortaleza),Joaquim Távora,22
180,182,254138-6,ASSOCIACAO DAS HUMILDES SERVAS DO SENHOR,R MAD ELISA BALDO (EDUARDO MOTA) 771  SERRINHA FORTALEZA - CE CEP:60741450,Católica Apostólica Romana,-3.7852055,-38.5469933,Serrinha,Serrinha,107
182,184,18664-3,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R  RODRIGUES JUNIOR 268  CENTRO FORTALEZA - CE CEP:60060000,Católica Apostólica Romana,-3.7271777,-38.5195792,Centro,Centro,10
183,185,67127-4,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  FRANCISCO SA 1833  C JACARECANGA FORTALEZA - CE CEP:60010450,Católica Apostólica Romana,-3.722499,-38.542189,Jacarecanga,Jacarecanga,18
184,186,185282-5,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  ZEZE DIOGO 1110  CAIS DO PORTO FORTALEZA - CE CEP:60180012,Católica Apostólica Romana,-3.716797,-38.4650723,Cais do Porto,Cais do Porto,110
185,187,270474-9,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV FRE CIRILO 4241  MESSEJANA FORTALEZA - CE CEP:60840285,Católica Apostólica Romana,-3.8210832,-38.4955386,Messejana,Messejana,65
186,188,301525-4,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R  PAULO SETUBAL 350  MESSEJANA FORTALEZA - CE CEP:60842250,Católica Apostólica Romana,-3.8208624,-38.4986966,Messejana,Messejana,65
187,189,66407-3,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R COS ESTELITA 500  CENTRO FORTALEZA - CE CEP:60010260,Católica Apostólica Romana,-3.7254237,-38.5397581,Centro,Centro,10
188,190,185287-6,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  ZEZE DIOGO 1195  CAIS DO PORTO FORTALEZA - CE CEP:60180012,Católica Apostólica Romana,-3.7177141,-38.4642909,Cais do Porto,Cais do Porto,110
189,191,541314-1,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  DA UNIVERSIDADE 1896  A BENFICA FORTALEZA - CE CEP:60020180,Católica Apostólica Romana,-3.734638899999999,-38.5341505,Benfica,Benfica,7
190,192,53994-5,ASSOCIACAO DAS RELIGIOSAS DA INSTRUCAO CRISTA,R CEL LINHARES 1828  ALDEOTA FORTALEZA - CE CEP:60170075,Católica Apostólica Romana,-3.7427412,-38.4962845,Dionísio Torres,Aldeota,2
192,194,73116-1,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,R  VINTE E CINCO DE MARCO 330  CENTRO FORTALEZA - CE CEP:60060120,Católica Apostólica Romana,-3.727433399999999,-38.52199299999999,Centro,Centro,10
193,195,153903-5,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,R  MARTINS NETO 379  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360415,Católica Apostólica Romana,-3.7405876,-38.5888689,Antônio Bezerra,Antônio Bezerra,40
194,196,53107-3,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,AV DES MOREIRA 2211  DIONÍSIO TORRES FORTALEZA - CE CEP:60170173,Católica Apostólica Romana,-3.7454787,-38.5010471,Aldeota,Dionísio Torres,14
195,197,53108-1,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,AV DES MOREIRA 2211  DIONÍSIO TORRES FORTALEZA - CE CEP:60170173,Católica Apostólica Romana,-3.7454787,-38.5010471,Aldeota,Dionísio Torres,14
196,198,45026-0,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,R PRC ISABEL 1533  FARIAS BRITO FORTALEZA - CE CEP:60015061,Católica Apostólica Romana,-3.7343865,-38.5374948,Centro,Farias Brito,15
197,199,53106-5,ASSOCIACAO DE SAO VICENTE DE PAULO DE FORTALEZA,AV DES MOREIRA 2211  DIONÍSIO TORRES FORTALEZA - CE CEP:60170173,Católica Apostólica Romana,-3.7454787,-38.5010471,Aldeota,Dionísio Torres,14
198,200,102079-0,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  RIBEIRAO NOVO 125  BARRA DO CEARÁ FORTALEZA - CE CEP:60331780,Outras religiosidades,-3.70614,-38.5770029,Barra do Ceará,Barra do Ceará,6
199,201,297297-2,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,AV  BERNARDO MANUEL 12750  MONDUBIM FORTALEZA - CE CEP:60762704,Outras religiosidades,-3.8294311,-38.5606458,Mondubim,Mondubim,83
200,202,367850-4,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MINAS GERAIS 300  BELA VISTA FORTALEZA - CE CEP:60441135,Outras religiosidades,-3.7529025,-38.5631195,Panamericano,Bela Vista,94
201,203,232843-7,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MACEIO 1594  HENRIQUE JORGE FORTALEZA - CE CEP:60521105,Outras religiosidades,-3.7654309,-38.59178,Henrique Jorge,Henrique Jorge,45
202,204,683869-3,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R GAL OTAVIO DA SILVA PARANHOS 385  LOTES08.09 JARDIM IRACEMA FORTALEZA - CE CEP:60341515,Outras religiosidades,-3.721168099999999,-38.5859481,Jardim Iracema,Jardim Iracema,21
203,205,219874-6,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MARTINS CARVALHO 3200  21/22 GRANJA LISBOA FORTALEZA - CE CEP:60540182,Outras religiosidades,-3.789533399999999,-38.6234425,Granja Lisboa,Granja Lisboa,78
204,206,12086-3,ASSOCIACAO EDUCACIONAL MARIA AUXILIADORA,AV  JOAO PESSOA 4279  DAMAS FORTALEZA - CE CEP:60425813,Católica Apostólica Romana,-3.7510265,-38.5478379,Damas,Damas,13
205,207,12085-5,ASSOCIACAO EDUCACIONAL MARIA AUXILIADORA,AV  JOAO PESSOA 4279  DAMAS FORTALEZA - CE CEP:60425813,Católica Apostólica Romana,-3.7510265,-38.5478379,Damas,Damas,13
206,208,45305-6,ASSOCIACAO ESCOLA DA BIBLIA,AV  DA UNIVERSIDADE 1838  BENFICA FORTALEZA - CE CEP:60020180,Sem Definição,-3.7343599,-38.5334118,Benfica,Benfica,7
207,209,265015-0,ASSOCIACAO FACE DE CRISTO,R DR EDMILSON BARROS DE OLIVEIRA   SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60135520,Católica Apostólica Romana,-3.7525191,-38.4952076,São João do Tauape,Tauape,35
208,210,264746-0,ASSOCIACAO FACE DE CRISTO,R DR EDMILSON BARROS DE OLIVEIRA 191  LOTES_1.2.3.4.5_E_6_Q006 SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60135520,Católica Apostólica Romana,-3.75366,-38.4963666,São João do Tauape,Tauape,35
209,211,284958-5,ASSOCIACAO JESUS E MARIA,R  MANUEL CASTELO BRANCO 368  MESSEJANA FORTALEZA - CE CEP:60840015,Católica Apostólica Romana,-3.8320845,-38.4920963,Messejana,Messejana,65
210,212,600676-0,ASSOCIACAO JESUS E MARIA,R  MANUEL CASTELO BRANCO 368  MESSEJANA FORTALEZA - CE CEP:60840015,Católica Apostólica Romana,-3.8320845,-38.4920963,Messejana,Messejana,65
211,213,169241-0,ASSOCIACAO LAR ESPIRITA MEIMEI,R  HILTON SANTOS 203  VARJOTA FORTALEZA - CE CEP:60175250,Espírita,-3.7332988,-38.485447,Varjota,Varjota,36
212,214,735376-6,ASSOCIACAO NOVA JERUSALEM,AV PRS CASTELO BRANCO   PIRAMBÚ FORTALEZA - CE CEP:60010000,Católica Apostólica Romana,-3.7125347,-38.5523643,Pirambu,Pirambu,31
213,215,105918-1,ASSOCIACAO NOVA JERUSALEM,R  FRANCISCO CALACA 178  BARRA DO CEARÁ FORTALEZA - CE CEP:60334110,Católica Apostólica Romana,-3.7034888,-38.5697391,Cristo Redentor,Barra do Ceará,6
214,216,24562-3,ASSOCIACAO REG DA CARIDADE DE S VICENTE DE PAULO DO CE,R  JOAO CORDEIRO 2343  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110535,Católica Apostólica Romana,-3.741106,-38.517994,Joaquim Távora (Fortaleza),Joaquim Távora,22
215,217,73546-9,ASSOCIACAO REG DA CARIDADE DE S VICENTE DE PAULO DO CE,R DEP JOAO LOPES 138  CENTRO FORTALEZA - CE CEP:60060130,Católica Apostólica Romana,-3.726666,-38.5224205,Centro,Centro,10
216,218,24566-6,ASSOCIACAO REG DA CARIDADE DE S VICENTE DE PAULO DO CE,R  JOAO CORDEIRO 2325  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110535,Católica Apostólica Romana,-3.7407883,-38.5180523,Aldeota,Joaquim Távora,22
217,219,24592-5,ASSOCIACAO REG DA CARIDADE DE S VICENTE DE PAULO DO CE,R  ANTONIO AUGUSTO 2346  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110533,Católica Apostólica Romana,-3.7412283,-38.5171927,Aldeota,Joaquim Távora,22
218,220,24565-8,ASSOCIACAO REG DA CARIDADE DE S VICENTE DE PAULO DO CE,R  JOAO CORDEIRO 2331  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110535,Católica Apostólica Romana,-3.741009,-38.517963,Joaquim Távora (Fortaleza),Joaquim Távora,22
219,221,20456-0,BANCO BRADESCO S.A.,Pç  PORTUGAL 44  ALDEOTA FORTALEZA - CE CEP:60170010,Sem Definição,-3.7333009,-38.4980602,Aldeota,Aldeota,2
220,222,554044-5,BAPTIST MID-MISSIONS DO BRASIL,R  NELSON COELHO 850  L-8Q-48 LAGOA REDONDA FORTALEZA - CE CEP:60831410,Evangélicas,-3.8322896,-38.46184849999999,Lagoa Redonda,Lagoa Redonda,63
223,225,164746-6,CASA DE NAZARE,R PDE JOAO PIAMARTA 458  BOM FUTURO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-3.7591023,-38.5420896,Bom Futuro,Parreão,30
224,226,164745-8,CASA DE NAZARE,R PDE JOAO PIAMARTA 454  BOM FUTURO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-3.7590833,-38.5420807,Bom Futuro,Parreão,30
225,227,164776-8,CASA DE NAZARE,R PDE JOAO PIAMARTA 465  PARREÃO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-3.7589814,-38.5417621,Bom Futuro,Parreão,30
228,230,97698-9,CENTRO COMUNITARIO CRISTO REDENTOR,R  CURA DARS 21  CRISTO REDENTOR FORTALEZA - CE CEP:60311010,Católica Apostólica Romana,-3.7067297,-38.5576292,Cristo Redentor,Cristo Redentor,12
229,231,93551-4,CENTRO COMUNITARIO CRISTO REDENTOR,R  GOMES PASSOS 740  ÁLVARO WEYNE FORTALEZA - CE CEP:60335060,Católica Apostólica Romana,-3.7103858,-38.5630433,Cristo Redentor,Álvaro Weyne,3
230,232,533786-0,CENTRO DE APOIO AO DESENVOLVIMENTO ESPIRITUAL,R BAR DE SOBRAL 831  MONTESE FORTALEZA - CE CEP:60420775,Espírita,-3.765943499999999,-38.55647,Montese,Montese,103
231,233,18062-9,CENTRO DE EDUCACAO TECNICA E CULTURAL,R  NOGUEIRA ACIOLI 863  CENTRO FORTALEZA - CE CEP:60110140,Católica Apostólica Romana,-3.7313528,-38.517017,Centro,Centro,10
232,234,6282-0,CENTRO ESPIRITA A SAMARITANA,R  JOSE FACANHA 648  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430005,Espírita,-3.752039,-38.556993,Rodolfo Teófilo,Rodolfo Teófilo,34
233,235,162550-0,CENTRO ESPIRITA ANTONIO ALVES DE LINHARES,AV PRO GOMES DE MATOS 955  PARREÃO FORTALEZA - CE CEP:60410357,Espírita,-3.7613084,-38.5456425,Jardim América,Parreão,30
234,236,749-8,CENTRO ESPIRITA BEZERRA DE MENEZES,R DOM MANUEL DE MEDEIROS 927  PARQUE ARAXÁ FORTALEZA - CE CEP:60450605,Espírita,-3.7368615,-38.5521831,Parque Araxá,Parque Araxá,28
235,237,236785-8,CENTRO ESPIRITA CAMILLE FLAMMARION,R  HUGO VITOR 670  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360820,Espírita,-3.7456582,-38.5909157,Antônio Bezerra,Antônio Bezerra,40
236,238,19064-0,CENTRO ESPIRITA CASA DO CAMINHO,R  MOMBACA 157  ALDEOTA FORTALEZA - CE CEP:60160190,Espírita,-3.7291383,-38.5135065,Aldeota,Aldeota,2
239,241,80761-3,CENTRO ESPIRITA JOAO BATISTA,R  AMETISTA 482  CARLITO PAMPLONA FORTALEZA - CE CEP:60310053,Espírita,-3.721538799999999,-38.5530746,Carlito Pamplona,Carlito Pamplona,9
241,243,277825-4,CENTRO ESPIRITA LAR DA DIVINA LUZ,R  JULIO LIMA 210  Q012 CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822500,Espírita,-3.7978916,-38.5039005,Cidade dos Funcionários,Cidade dos Funcionários,54
242,244,606228-8,CENTRO ESPIRITA LAR DOS HUMILDES,R CON DE CASTRO 920  PARANGABA FORTALEZA - CE CEP:60720096,Espírita,-3.7808522,-38.5698044,Vila Peri,Parangaba,105
243,245,64515-0,CENTRO ESPIRITA PEDRO O APOSTOLO DE JESUS,R  DOS ARARIUS 245  PRAIA DE IRACEMA FORTALEZA - CE CEP:60060320,Espírita,-3.722172799999999,-38.5138348,Praia de Iracema,Praia de Iracema,32
244,246,26520-9,CENTRO JUVENIL DOM BOSCO,R  VICENTE SPINDOLA 39  VILA UNIÃO FORTALEZA - CE CEP:60420211,Católica Apostólica Romana,-3.7691462,-38.5386639,Montese,Vila União,109
245,247,128223-9,CHILDFUND BRASIL,R  ALBERTO FERREIRA 564  JARDIM IRACEMA FORTALEZA - CE CEP:60341140,Sem Definição,-3.722116,-38.5834361,Jardim Iracema,Jardim Iracema,21
247,249,54884-7,COLEGIO BATISTA SANTOS DUMONT,R DES LEITE ALBUQUERQUE 1080  ALDEOTA FORTALEZA - CE CEP:60150150,Evangélicas,-3.7392087,-38.49302,Aldeota,Aldeota,2
248,250,225967-2,COLEGIO IRMA MARIA MONTENEGRO CIMM,R  RUI MONTE 331  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360640,Católica Apostólica Romana,-3.7421485,-38.5872581,Antônio Bezerra,Antônio Bezerra,40
249,251,260193-1,COLEGIO SANTO INACIO,R PDE FRANCISCO PITA 1392  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60821050,Católica Apostólica Romana,-3.7839862,-38.4932618,Jardim Das Oliveiras,Engenheiro Luciano Cavalcante,58
251,253,30710-6,COMUNIDADE CATOLICA MISSIONARIA UM NOVO CAMINHO,R  NUNES VALENTE 2160  DIONÍSIO TORRES FORTALEZA - CE CEP:60125071,Católica Apostólica Romana,-3.743344,-38.5061239,Dionísio Torres,Dionísio Torres,14
255,257,197900-0,COMUNIDADE CATOLICA VEU DE MARIA PARA JESUS,R  LUIS DE CASTRO 390  BONSUCESSO FORTALEZA - CE CEP:60520485,Católica Apostólica Romana,-3.7777652,-38.5786588,Bonsucesso,Bonsucesso,73
256,258,700043-0,COMUNIDADE CRISTA PEDRA ANGULAR,R  HONORINO MAIA 77  PARQUE SANTA MARIA FORTALEZA - CE CEP:60873000,Evangélicas,-3.8505311,-38.5014231,Ancuri,Parque Santa Maria,102
257,259,180117-1,COMUNIDADE EVANGELICA TEMPLO DOS PRINCIPES,R CAP ARAGAO 427  ALTO DA BALANÇA FORTALEZA - CE CEP:60851150,Evangélicas,-3.7649593,-38.5144916,Aerolândia,Alto da Balança,93
258,260,676591-2,COMUNIDADE EVANGELICA VERDADEIROS ADORADORES,AV  EDILSON BRASIL SOARES 1181  PARQUE MANIBURA FORTALEZA - CE CEP:60834005,Evangélicas,-3.7888177,-38.4756902,Edson Queiroz,Edson Queiroz,57
259,261,50771-7,CONFERENCIA DOS RELIGIOSOS DO BRASIL,R MAJ FACUNDO 1621  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60025101,Católica Apostólica Romana,-3.7371025,-38.5308628,Centro,José Bonifácio,23
260,262,48403-2,CONFERENCIA NACIONAL DOS BISPOS DO BRASIL,AV  FELINO BARROSO 405  FÁTIMA FORTALEZA - CE CEP:60050130,Católica Apostólica Romana,-3.7461725,-38.5280564,Fátima,Fátima,16
261,263,319284-9,CONGREGACAO CRISTA NO BRASIL,R  DAS PEDRINHAS (GENIBAU) 1211  GENIBAÚ FORTALEZA - CE CEP:60534030,Evangélicas,-3.7581727,-38.5995937,Genibaú,Genibaú,44
262,264,188822-6,CONGREGACAO CRISTA NO BRASIL,R  ANTONIO IVO 1438  JOÃO XXIII FORTALEZA - CE CEP:60525280,Evangélicas,-3.7684603,-38.58580070000001,João XXIII,João XXIII,46
263,265,177418-2,CONGREGACAO CRISTA NO BRASIL,R TEN WILSON 179  A ALTO DA BALANÇA FORTALEZA - CE CEP:60850810,Evangélicas,-3.7696462,-38.5154556,Aerolândia,Alto da Balança,93
264,266,723745-6,CONGREGACAO CRISTA NO BRASIL,R PAT SAMUEL MUNGUBA 1000  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,Evangélicas,-3.7474824,-38.549578,Rodolfo Teófilo,Rodolfo Teófilo,34
265,267,304203-0,CONGREGACAO CRISTA NO BRASIL,R  CODO 125  JANGURUSSU FORTALEZA - CE CEP:60870430,Evangélicas,-3.847592,-38.521463,Jangurussu,Conjunto Palmeiras,117
266,268,8668-1,CONGREGACAO CRISTA NO BRASIL,R PASTOR SAMUEL MUNGUBA 1000  A RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,Evangélicas,-3.7474824,-38.549578,Rodolfo Teófilo,Rodolfo Teófilo,34
267,269,123140-5,CONGREGACAO CRISTA NO BRASIL,R  ALBERTO FERREIRA 1513  JARDIM IRACEMA FORTALEZA - CE CEP:60341140,Evangélicas,-3.7278556,-38.5836907,Jardim Iracema,Jardim Iracema,21
268,270,472479-8,CONGREGACAO CRISTA NO BRASIL,R DR JOAO AMORA 541  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,Evangélicas,-3.8001498,-38.5792739,Manuel Sátiro,Manoel Sátiro,81
269,271,354109-6,CONGREGACAO CRISTA NO BRASIL,AV  MOZART PINHEIRO DE LUCENA 2705  QUINTINO CUNHA FORTALEZA - CE CEP:60352645,Evangélicas,-3.7283684,-38.5983858,Vila Velha,Quintino Cunha,48
270,272,309530-4,CONGREGACAO CRISTA NO BRASIL,R  ANTONIO IVO 1440  JOÃO XXIII FORTALEZA - CE CEP:60525280,Evangélicas,-3.768689,-38.58567499999999,João XXIII,João XXIII,46
271,273,415150-0,CONGREGACAO CRISTA NO BRASIL,R  LUIZA MIRANDA COELHO 200  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811110,Evangélicas,-3.7720156,-38.4949269,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
272,274,294505-3,CONGREGACAO CRISTA NO BRASIL,R DR JOAO AMORA 647  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,Evangélicas,-3.8000353,-38.5793762,Manuel Sátiro,Manoel Sátiro,81
273,275,914158-8,CONGREGACAO CRISTA NO BRASIL,R  RIBEIRAO NOVO 137  BARRA DO CEARÁ FORTALEZA - CE CEP:60331780,Evangélicas,-3.706716,-38.5773401,Barra do Ceará,Barra do Ceará,6
274,276,188785-8,CONGREGACAO CRISTA NO BRASIL,R  NOEL ROSA 1801  JOÃO XXIII FORTALEZA - CE CEP:60525310,Evangélicas,-3.7683826,-38.58623590000001,Henrique Jorge,João XXIII,46
275,277,281966-0,CONGREGACAO CRISTA NO BRASIL,R  TRAJANO DE MORAIS 1010  PASSARÉ FORTALEZA - CE CEP:60861710,Evangélicas,-3.8177923,-38.5257001,Passaré,Passaré,88
276,278,271621-6,CONGREGACAO CRISTA NO BRASIL,AV TEN JOSE NEWTON 513  MESSEJANA FORTALEZA - CE CEP:60841250,Evangélicas,-3.8270294,-38.4918415,Messejana,Messejana,65
277,279,296920-3,CONGREGACAO CRISTA NO BRASIL,R TEN MATIAS PEIXOTO 120  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60760090,Evangélicas,-3.8363204,-38.5623695,Prefeito José Walter,Prefeito José Walter,89
278,280,211998-6,CONGREGACAO CRISTA NO BRASIL,R  EDSON MARTINS 910  GRANJA LISBOA FORTALEZA - CE CEP:60543454,Evangélicas,-3.7900923,-38.5999615,Bom Jardim,Bom Jardim,72
279,281,177419-0,CONGREGACAO CRISTA NO BRASIL,R TEN WILSON 179  ALTO DA BALANÇA FORTALEZA - CE CEP:60850810,Evangélicas,-3.7696462,-38.5154556,Aerolândia,Alto da Balança,93
280,282,301559-9,CONGREGACAO DAS FILHAS DE SANTA TERESA DE JESUS,R MAD ANA COUTO 147  MESSEJANA FORTALEZA - CE CEP:60842390,Católica Apostólica Romana,-3.8177303,-38.4993343,Messejana,Messejana,65
283,286,3559-9,CONGREGACAO DAS IRMAS DE SANTA ELISABETE,R  VINICIUS DE MORAES 100  SÃO GERARDO FORTALEZA - CE CEP:60325120,Católica Apostólica Romana,-3.7314261,-38.5554649,São Gerardo,São Gerardo,1
284,287,254552-7,CONGREGACAO DAS IRMAS DOS ANJOS,R CON LIMA SUCUPIRA 609  SERRINHA FORTALEZA - CE CEP:60741255,Católica Apostólica Romana,-3.778279999999999,-38.551089,Serrinha,Serrinha,107
286,289,20735-7,CONGREGACAO DAS MISSIONARIAS REPARADORAS DO C DE JESUS,R MON BRUNO 751  MEIRELES FORTALEZA - CE CEP:60115190,Católica Apostólica Romana,-3.7290783,-38.5082908,Meireles,Meireles,24
290,293,150090-2,CONGREGACAO DOS SACERDOTES DO SAGRADO CORACAO DE JESUS,R  SILVIO ROMERO 370  FLORESTA FORTALEZA - CE CEP:60336100,Católica Apostólica Romana,-3.7212726,-38.5718317,Álvaro Weyne,Floresta,17
291,294,150091-0,CONGREGACAO DOS SACERDOTES DO SAGRADO CORACAO DE JESUS,R  SILVIO ROMERO 370  FLORESTA FORTALEZA - CE CEP:60336100,Católica Apostólica Romana,-3.7212726,-38.5718317,Álvaro Weyne,Floresta,17
292,295,142768-7,CONGREGACAO DOS SACERDOTES DO SAGRADO CORACAO DE JESUS,AV DR THEBERGE 2288  PRESIDENTE KENNEDY FORTALEZA - CE CEP:60355000,Católica Apostólica Romana,-3.724536,-38.56881630000001,Presidente Kennedy,Presidente Kennedy,33
297,300,210265-0,CONGREGACAO REDENTORISTA DO NORTE DO BRASIL,R  TRES DE MAIO 1299  BELA VISTA FORTALEZA - CE CEP:60442202,Católica Apostólica Romana,-3.7484481,-38.5653153,Bela Vista,Bela Vista,94
298,301,8585-5,CONGREGACAO REDENTORISTA DO NORTE DO BRASIL,R  FRANCISCA CLOTILDE 680  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431072,Católica Apostólica Romana,-3.7434977,-38.5539061,Rodolfo Teófilo,Rodolfo Teófilo,34
300,303,128877-6,CONSELHO COMUNITARIO JARDIM GUANABARA,R  CARLOS WALRAVEN 367  JARDIM GUANABARA FORTALEZA - CE CEP:60346672,Católica Apostólica Romana,-3.719938299999999,-38.59214900000001,Jardim Guanabara,Jardim Guanabara,20
301,304,328490-5,CONSELHO DE OBRAS PAROQUIAIS DE EDUCACAO E ASSISTENCIA,AV DOM LUIS 350  ALDEOTA FORTALEZA - CE CEP:60160196,Católica Apostólica Romana,-3.7332031,-38.4981623,Meireles,Aldeota,2
302,305,451723-7,CONSELHO DE OBRAS PAROQUIAIS DE EDUCACAO E ASSISTENCIA,R VIS DE MAUA 415  ALDEOTA FORTALEZA - CE CEP:60125160,Católica Apostólica Romana,-3.728871,-38.4968429,Meireles,Meireles,24
303,306,489390-5,CONSELHO DE OBRAS PAROQUIAIS DE EDUCACAO E ASSISTENCIA,AV DOM LUIS 348  ALDEOTA FORTALEZA - CE CEP:60160196,Católica Apostólica Romana,-3.7330991,-38.498287,Meireles,Aldeota,2
